,x,y,theta,v
266,0.019035,-0.005205,-0.565486,0.1
267,0.037856,-0.011321,-0.062832,0.1
268,0.0,0.0,0.0,0.1
269,0.019168,0.004922,0.502654,0.1
270,-0.06592,-0.150939,-2.576104,0.1
271,-0.080413,-0.16455,-2.199113,0.1
272,-0.080413,-0.16455,-2.199113,0.1
273,-0.085496,-0.173144,-2.010618,0.1
274,0.048913,0.105548,2.513272,0.1
275,0.036298,0.120797,2.010618,0.1
276,0.08975,-0.099265,-1.068141,0.1
277,0.094839,-0.107871,-1.005309,0.1
278,0.226748,0.082414,1.507963,0.1
279,0.229253,0.102243,1.3823,0.1
280,0.237594,0.018512,-0.188495,0.1
281,0.257345,0.019755,0.314159,0.1
282,0.019035,-0.005205,-0.565486,0.1
283,0.027304,-0.010825,-0.628318,0.1
284,0.219687,0.026939,-0.69115,0.1
285,0.227946,0.021326,-0.502654,0.1
286,-0.012446,0.15431,2.701767,0.1
287,-0.020867,0.159654,2.45044,0.1
288,-0.06592,-0.150939,-2.576104,0.1
289,-0.074526,-0.156029,-2.638936,0.1
290,0.257345,0.019755,0.314159,0.1
291,0.266637,0.023434,0.439823,0.1
292,0.021687,0.116996,3.015926,0.1
293,0.002366,0.121957,2.764599,0.1
294,-0.085496,-0.173144,-2.010618,0.1
295,-0.09084,-0.181565,-2.261945,0.1
296,0.0,0.0,0.0,0.1
297,0.009993,-0.000314,-0.062832,0.1
298,0.036951,0.012634,0.753982,0.1
299,0.044451,0.019246,0.69115,0.1
300,-0.09084,-0.181565,-2.261945,0.1
301,-0.105381,-0.19522,-2.513272,0.1
302,0.266637,0.023434,0.439823,0.1
303,0.275545,0.027973,0.502654,0.1
304,0.094839,-0.107871,-1.005309,0.1
305,0.107554,-0.12324,-0.753982,0.1
306,0.055972,-0.087167,-2.136281,0.1
307,0.045255,-0.104053,-2.136281,0.1
308,0.036951,0.012634,0.753982,0.1
309,0.044841,0.018754,0.565486,0.1
310,0.257345,0.019755,0.314159,0.1
311,0.267024,0.02224,0.188495,0.1
312,0.107554,-0.12324,-0.753982,0.1
313,0.114395,-0.130525,-0.879645,0.1
314,0.219687,0.026939,-0.69115,0.1
315,0.226748,0.019878,-0.879645,0.1
316,0.246964,0.015139,-0.502654,0.1
317,0.263839,0.00443,-0.628318,0.1
318,0.267024,0.02224,0.188495,0.1
319,0.284264,0.031718,0.816813,0.1
320,0.263839,0.00443,-0.628318,0.1
321,0.28224,-0.002856,-0.125664,0.1
322,0.275545,0.027973,0.502654,0.1
323,0.283804,0.033586,0.69115,0.1
324,0.226748,0.019878,-0.879645,0.1
325,0.242067,0.007205,-0.502654,0.1
326,-0.005449,0.15939,1.822122,0.1
327,-0.011625,0.178399,1.947786,0.1
328,0.226748,0.019878,-0.879645,0.1
329,0.232876,0.011978,-0.942477,0.1
330,-0.085496,-0.173144,-2.010618,0.1
331,-0.088878,-0.182539,-1.822122,0.1
332,0.036951,0.012634,0.753982,0.1
333,0.048638,0.028718,1.130972,0.1
334,0.039607,-0.037525,-1.570795,0.1
335,0.040547,-0.047466,-1.3823,0.1
336,0.041546,-0.100714,-2.638936,0.1
337,0.028079,-0.115055,-2.010618,0.1
338,-0.012446,0.15431,2.701767,0.1
339,-0.028531,0.165996,2.324777,0.1
340,0.263839,0.00443,-0.628318,0.1
341,0.271539,-0.001941,-0.753982,0.1
342,-0.011625,0.178399,1.947786,0.1
343,-0.015596,0.187575,2.010618,0.1
344,-0.005449,0.15939,1.822122,0.1
345,-0.005449,0.17918,1.319468,0.1
346,-0.028531,0.165996,2.324777,0.1
347,-0.035816,0.172837,2.45044,0.1
348,0.007301,-0.120623,-2.953095,0.1
349,-0.012528,-0.123128,-3.078758,0.1
350,0.271539,-0.001941,-0.753982,0.1
351,0.279776,-0.007538,-0.439823,0.1
352,-0.015596,0.187575,2.010618,0.1
353,-0.019274,0.196866,1.884954,0.1
354,-0.035816,0.172837,2.45044,0.1
355,-0.054107,0.180079,3.078758,0.1
356,0.033528,-0.018815,-0.942477,0.1
357,0.046268,-0.034215,-0.816813,0.1
358,0.226748,0.082414,1.507963,0.1
359,0.226748,0.092407,1.633627,0.1
360,0.283804,0.033586,0.69115,0.1
361,0.30171,0.042012,0.188495,0.1
362,0.125897,0.044602,-0.502654,0.1
363,0.134156,0.03899,-0.69115,0.1
364,0.125897,0.044602,-0.502654,0.1
365,0.141216,0.031929,-0.879645,0.1
366,0.284264,0.031718,0.816813,0.1
367,0.300973,0.042322,0.314159,0.1
368,0.033528,-0.018815,-0.942477,0.1
369,0.045284,-0.034996,-0.942477,0.1
370,-0.088878,-0.182539,-1.822122,0.1
371,-0.093852,-0.201911,-1.822122,0.1
372,-0.093852,-0.201911,-1.822122,0.1
373,-0.101195,-0.220457,-2.073449,0.1
374,-0.019274,0.196866,1.884954,0.1
375,-0.028853,0.214289,2.261945,0.1
376,0.226748,0.092407,1.633627,0.1
377,0.226748,0.102401,1.507963,0.1
378,0.271539,-0.001941,-0.753982,0.1
379,0.281017,-0.01918,-1.3823,0.1
380,-0.101195,-0.220457,-2.073449,0.1
381,-0.106013,-0.22922,-2.073449,0.1
382,-0.054107,0.180079,3.078758,0.1
383,-0.063969,0.181642,2.890263,0.1
384,0.226748,0.092407,1.633627,0.1
385,0.220632,0.111229,2.136281,0.1
386,0.30171,0.042012,0.188495,0.1
387,0.311299,0.044798,0.376991,0.1
388,0.281017,-0.01918,-1.3823,0.1
389,0.288336,-0.037665,-1.005309,0.1
390,0.009895,-0.00125,-0.251327,0.1
391,0.01979,-0.0025,0.0,0.1
392,0.041546,-0.100714,-2.638936,0.1
393,0.03294,-0.105804,-2.576104,0.1
394,0.288336,-0.037665,-1.005309,0.1
395,0.293425,-0.046271,-1.068141,0.1
396,0.220632,0.111229,2.136281,0.1
397,0.214758,0.119314,2.261945,0.1
398,-0.080413,-0.16455,-2.199113,0.1
399,-0.087241,-0.17182,-2.45044,0.1
400,-0.028853,0.214289,2.261945,0.1
401,-0.039541,0.231131,2.010618,0.1
402,0.007301,-0.120623,-2.953095,0.1
403,-0.01167,-0.126787,-2.701767,0.1
404,0.009895,-0.00125,-0.251327,0.1
405,0.01979,-0.0025,0.0,0.1
406,0.311299,0.044798,0.376991,0.1
407,0.320039,0.049602,0.628318,0.1
408,0.0,0.0,0.0,0.1
409,0.009974,0.000627,0.125664,0.1
410,-0.106013,-0.22922,-2.073449,0.1
411,-0.111625,-0.237479,-2.261945,0.1
412,-0.005449,0.17918,1.319468,0.1
413,-0.0042,0.199023,1.696459,0.1
414,-0.005449,0.17918,1.319468,0.1
415,-0.003267,0.188938,1.3823,0.1
416,-0.111625,-0.237479,-2.261945,0.1
417,-0.122314,-0.254321,-2.010618,0.1
418,0.066564,0.071151,1.75929,0.1
419,0.067806,0.090902,1.256636,0.1
420,-0.122314,-0.254321,-2.010618,0.1
421,-0.126022,-0.273761,-1.507963,0.1
422,-0.126022,-0.273761,-1.507963,0.1
423,-0.127274,-0.293669,-1.75929,0.1
424,0.041546,-0.100714,-2.638936,0.1
425,0.033477,-0.106576,-2.387608,0.1
426,-0.028531,0.165996,2.324777,0.1
427,-0.040256,0.182134,2.073449,0.1
428,0.214758,0.119314,2.261945,0.1
429,0.209689,0.127886,1.947786,0.1
430,-0.003267,0.188938,1.3823,0.1
431,-0.000185,0.198423,1.130972,0.1
432,0.220632,0.111229,2.136281,0.1
433,0.205474,0.123769,2.764599,0.1
434,0.214758,0.119314,2.261945,0.1
435,0.206332,0.13722,1.75929,0.1
436,-0.039541,0.231131,2.010618,0.1
437,-0.043249,0.250571,1.507963,0.1
438,0.281017,-0.01918,-1.3823,0.1
439,0.281957,-0.029121,-1.570795,0.1
440,-0.126022,-0.273761,-1.507963,0.1
441,-0.124769,-0.283675,-1.3823,0.1
442,0.281017,-0.01918,-1.3823,0.1
443,0.282269,-0.039088,-1.633627,0.1
444,-0.043249,0.250571,1.507963,0.1
445,-0.04138,0.260368,1.256636,0.1
446,0.311299,0.044798,0.376991,0.1
447,0.330829,0.048523,-0.0,0.1
448,0.064442,0.080469,2.073449,0.1
449,0.058829,0.088727,2.261945,0.1
450,0.019168,0.004922,0.502654,0.1
451,0.033595,0.018469,1.005309,0.1
452,0.114395,-0.130525,-0.879645,0.1
453,0.119739,-0.138946,-1.130972,0.1
454,-0.127274,-0.293669,-1.75929,0.1
455,-0.12976,-0.303348,-1.884954,0.1
456,0.330829,0.048523,-0.0,0.1
457,0.340822,0.048209,-0.062832,0.1
458,-0.04138,0.260368,1.256636,0.1
459,-0.032887,0.278417,1.005309,0.1
460,0.320039,0.049602,0.628318,0.1
461,0.33458,0.063257,0.879645,0.1
462,-0.032887,0.278417,1.005309,0.1
463,-0.028073,0.287174,1.130972,0.1
464,-0.032887,0.278417,1.005309,0.1
465,-0.027797,0.287023,1.068141,0.1
466,0.040039,0.110069,2.827431,0.1
467,0.030875,0.114035,2.638936,0.1
468,0.141216,0.031929,-0.879645,0.1
469,0.146286,0.023357,-1.193804,0.1
470,-0.032887,0.278417,1.005309,0.1
471,-0.024394,0.296466,1.256636,0.1
472,0.33458,0.063257,0.879645,0.1
473,0.346328,0.079427,1.005309,0.1
474,0.346328,0.079427,1.005309,0.1
475,0.357045,0.096314,1.005309,0.1
476,-0.032887,0.278417,1.005309,0.1
477,-0.027267,0.286686,0.942477,0.1
478,0.033595,0.018469,1.005309,0.1
479,0.042088,0.036518,1.256636,0.1
480,0.357045,0.096314,1.005309,0.1
481,0.362665,0.104583,0.942477,0.1
482,-0.124769,-0.283675,-1.3823,0.1
483,-0.123517,-0.303583,-1.633627,0.1
484,0.214758,0.119314,2.261945,0.1
485,0.201076,0.133884,2.387608,0.1
486,-0.027267,0.286686,0.942477,0.1
487,-0.020664,0.294176,0.753982,0.1
488,0.346328,0.079427,1.005309,0.1
489,0.351418,0.088033,1.068141,0.1
490,0.205474,0.123769,2.764599,0.1
491,0.186466,0.129945,2.890263,0.1
492,-0.124769,-0.283675,-1.3823,0.1
493,-0.121984,-0.293264,-1.193804,0.1
494,0.040039,0.110069,2.827431,0.1
495,0.030242,0.111938,3.078758,0.1
496,0.293425,-0.046271,-1.068141,0.1
497,0.300769,-0.064818,-1.319468,0.1
498,-0.020664,0.294176,0.753982,0.1
499,-0.002863,0.302552,0.125664,0.1
500,0.282269,-0.039088,-1.633627,0.1
501,0.282896,-0.049042,-1.3823,0.1
502,-0.063969,0.181642,2.890263,0.1
503,-0.083759,0.181642,3.392917,0.1
504,0.220632,0.111229,2.136281,0.1
505,0.212139,0.129278,1.884954,0.1
506,0.351418,0.088033,1.068141,0.1
507,0.355957,0.096942,1.130972,0.1
508,-0.083759,0.181642,3.392917,0.1
509,-0.103602,0.180393,3.015926,0.1
510,-0.002863,0.302552,0.125664,0.1
511,0.016045,0.308696,0.502654,0.1
512,-0.12976,-0.303348,-1.884954,0.1
513,-0.140364,-0.320058,-2.387608,0.1
514,-0.121984,-0.293264,-1.193804,0.1
515,-0.119198,-0.302853,-1.3823,0.1
516,-0.140364,-0.320058,-2.387608,0.1
517,-0.155764,-0.332798,-2.513272,0.1
518,-0.028853,0.214289,2.261945,0.1
519,-0.035465,0.221789,2.324777,0.1
520,-0.103602,0.180393,3.015926,0.1
521,-0.113576,0.180393,3.267254,0.1
522,0.340822,0.048209,-0.062832,0.1
523,0.350776,0.047268,-0.125664,0.1
524,0.220632,0.111229,2.136281,0.1
525,0.213313,0.129715,1.75929,0.1
526,-0.121984,-0.293264,-1.193804,0.1
527,-0.118013,-0.30244,-1.130972,0.1
528,0.346328,0.079427,1.005309,0.1
529,0.350861,0.088324,1.193804,0.1
530,-0.002863,0.302552,0.125664,0.1
531,0.006881,0.30473,0.314159,0.1
532,0.201076,0.133884,2.387608,0.1
533,0.194473,0.141374,2.199113,0.1
534,-0.103602,0.180393,3.015926,0.1
535,-0.123236,0.177913,3.518581,0.1
536,0.300769,-0.064818,-1.319468,0.1
537,0.310303,-0.08216,-0.816813,0.1
538,-0.12976,-0.303348,-1.884954,0.1
539,-0.13285,-0.312859,-1.884954,0.1
540,-0.002863,0.302552,0.125664,0.1
541,0.016771,0.300072,-0.376991,0.1
542,-0.118013,-0.30244,-1.130972,0.1
543,-0.112669,-0.310861,-0.879645,0.1
544,-0.112669,-0.310861,-0.879645,0.1
545,-0.107324,-0.319282,-1.130972,0.1
546,0.281957,-0.029121,-1.570795,0.1
547,0.282896,-0.039062,-1.3823,0.1
548,-0.103602,0.180393,3.015926,0.1
549,-0.113477,0.181957,2.953095,0.1
550,-0.074526,-0.156029,-2.638936,0.1
551,-0.082395,-0.162133,-2.324777,0.1
552,0.016771,0.300072,-0.376991,0.1
553,0.025343,0.295002,-0.69115,0.1
554,-0.002863,0.302552,0.125664,0.1
555,0.016457,0.307513,0.376991,0.1
556,-0.112669,-0.310861,-0.879645,0.1
557,-0.106795,-0.318946,-1.005309,0.1
558,-0.13285,-0.312859,-1.884954,0.1
559,-0.13782,-0.332218,-1.75929,0.1
560,-0.155764,-0.332798,-2.513272,0.1
561,-0.164637,-0.337319,-2.827431,0.1
562,-0.043249,0.250571,1.507963,0.1
563,-0.043563,0.260551,1.696459,0.1
564,0.362665,0.104583,0.942477,0.1
565,0.368019,0.113021,1.068141,0.1
566,-0.164637,-0.337319,-2.827431,0.1
567,-0.184362,-0.339811,-3.204422,0.1
568,-0.112669,-0.310861,-0.879645,0.1
569,-0.106795,-0.318946,-1.005309,0.1
570,-0.043563,0.260551,1.696459,0.1
571,-0.048523,0.279872,1.947786,0.1
572,0.362665,0.104583,0.942477,0.1
573,0.37858,0.116146,0.314159,0.1
574,-0.184362,-0.339811,-3.204422,0.1
575,-0.194356,-0.339811,-3.078758,0.1
576,-0.113477,0.181957,2.953095,0.1
577,-0.122847,0.185331,2.638936,0.1
578,-0.155764,-0.332798,-2.513272,0.1
579,-0.163034,-0.339625,-2.261945,0.1
580,-0.112669,-0.310861,-0.879645,0.1
581,-0.104242,-0.328768,-1.3823,0.1
582,0.025343,0.295002,-0.69115,0.1
583,0.032843,0.28839,-0.753982,0.1
584,0.282269,-0.039088,-1.633627,0.1
585,0.285978,-0.058527,-1.130972,0.1
586,0.016045,0.308696,0.502654,0.1
587,0.025209,0.312662,0.314159,0.1
588,-0.002863,0.302552,0.125664,0.1
589,0.00711,0.30318,-0.0,0.1
590,0.300769,-0.064818,-1.319468,0.1
591,0.30295,-0.074576,-1.3823,0.1
592,0.282269,-0.039088,-1.633627,0.1
593,0.280401,-0.048885,-1.884954,0.1
594,0.350776,0.047268,-0.125664,0.1
595,0.370723,0.046013,-0.0,0.1
596,0.368019,0.113021,1.068141,0.1
597,0.377654,0.130547,1.068141,0.1
598,-0.048523,0.279872,1.947786,0.1
599,-0.057033,0.297956,2.073449,0.1
600,0.280401,-0.048885,-1.884954,0.1
601,0.276435,-0.058049,-2.073449,0.1
602,0.377654,0.130547,1.068141,0.1
603,0.391995,0.144014,0.439823,0.1
604,0.391995,0.144014,0.439823,0.1
605,0.411513,0.146479,-0.188495,0.1
606,-0.112669,-0.310861,-0.879645,0.1
607,-0.096058,-0.321402,-0.251327,0.1
608,-0.155764,-0.332798,-2.513272,0.1
609,-0.171164,-0.345538,-2.387608,0.1
610,-0.194356,-0.339811,-3.078758,0.1
611,-0.214185,-0.342316,-2.953095,0.1
612,-0.096058,-0.321402,-0.251327,0.1
613,-0.086196,-0.322964,-0.062832,0.1
614,-0.171164,-0.345538,-2.387608,0.1
615,-0.178864,-0.351908,-2.513272,0.1
616,0.391995,0.144014,0.439823,0.1
617,0.410092,0.152529,0.439823,0.1
618,0.30295,-0.074576,-1.3823,0.1
619,0.311376,-0.092482,-0.879645,0.1
620,0.411513,0.146479,-0.188495,0.1
621,0.421192,0.143994,-0.314159,0.1
622,0.30295,-0.074576,-1.3823,0.1
623,0.306697,-0.094221,-1.3823,0.1
624,-0.104242,-0.328768,-1.3823,0.1
625,-0.105485,-0.348519,-1.884954,0.1
626,-0.086196,-0.322964,-0.062832,0.1
627,-0.076281,-0.322027,0.251327,0.1
628,0.421192,0.143994,-0.314159,0.1
629,0.430217,0.139748,-0.565486,0.1
630,0.370723,0.046013,-0.0,0.1
631,0.380697,0.046641,0.125664,0.1
