,x,y,theta,v
588,7.508776,6.55978,1.433878,5.720821
589,7.908084,7.496134,0.881187,4.588788
590,1.55704,0.691637,-0.517741,-4.831726
591,1.155046,0.981956,-0.73124,-5.104487
592,-0.444755,2.070983,-0.358801,-6.662673
593,-1.034557,2.288428,-0.347402,-5.909569
594,4.17009,-3.774878,-1.22233,7.393633
595,5.012009,-5.143061,-0.827281,8.775773
596,-8.240404,1.154956,-0.166975,-2.732167
597,-8.701813,1.169412,0.121638,-1.900069
598,1.259943,2.623194,1.431471,4.073859
599,1.314174,3.629916,1.592163,6.018676
600,-3.525192,-0.569217,-0.187197,-7.46753
601,-4.224598,-0.485342,-0.048775,-6.632062
602,7.157958,-7.091138,-0.717246,5.668914
603,7.602872,-7.383828,-0.440873,5.016135
604,-0.955984,-2.777413,2.53586,-1.837224
605,-0.771741,-2.967748,2.087654,-0.833038
606,-5.724084,-0.20417,-1.306524,1.061713
607,-5.70236,-0.430786,-1.636066,1.225151
608,-6.063444,-1.859885,-1.562763,3.425356
609,-5.934452,-2.368634,-1.030449,1.883823
610,6.68314,0.800819,0.826131,2.033614
611,6.792424,0.92099,0.840714,1.215056
612,1.314174,3.629916,1.592163,6.018676
613,1.598339,4.670352,0.996274,4.927468
614,1.085309,4.790791,1.577321,0.59037
615,1.085637,4.83705,1.547327,0.334875
616,8.293169,-5.517313,0.210791,5.097859
617,9.442621,-5.452401,-0.0863,6.457229
618,7.602872,-7.383828,-0.440873,5.016135
619,8.576084,-7.831741,-0.4222,5.69741
620,-5.934452,-2.368634,-1.030449,1.883823
621,-5.756652,-2.587906,-0.713661,0.950578
622,8.32462,7.737202,1.022299,3.292041
623,8.532771,8.010762,0.821359,3.594457
624,-6.806864,2.210395,-0.747457,-4.500155
625,-7.105691,2.48566,-0.741072,-3.625579
626,-3.525192,-0.569217,-0.187197,-7.46753
627,-4.228644,-0.442096,-0.17011,-6.829554
628,-7.105691,2.48566,-0.741072,-3.625579
629,-7.789189,3.030573,-0.612381,-5.121682
630,-6.730953,3.444278,-1.465504,-7.196705
631,-6.660479,4.797158,-1.786385,-6.408667
632,1.314174,3.629916,1.592163,6.018676
633,1.317981,4.711016,1.540432,4.793597
634,1.317981,4.711016,1.540432,4.793597
635,1.535703,5.534887,1.066259,3.807945
636,1.317981,4.711016,1.540432,4.793597
637,1.370879,5.172264,1.371022,4.502926
638,0.565206,1.120763,-0.196884,-6.095824
639,-0.066409,1.209033,-0.082528,-6.666189
640,8.532771,8.010762,0.821359,3.594457
641,8.818121,8.281629,0.700864,4.279058
642,6.792424,0.92099,0.840714,1.215056
643,7.006144,1.18638,0.935838,2.193652
644,-5.784177,-0.069044,-0.946644,0.424671
645,-5.776849,-0.080674,-0.778003,-0.288508
646,7.602872,-7.383828,-0.440873,5.016135
647,8.057968,-7.578732,-0.368088,4.887567
648,-6.063444,-1.859885,-1.562763,3.425356
649,-6.168065,-2.497944,-1.910163,3.07304
650,-1.27358,-1.295056,1.556299,-3.679361
651,-1.227505,-1.649935,1.84589,-3.502868
652,1.085637,4.83705,1.547327,0.334875
653,1.083257,4.818375,1.465308,-0.522829
654,1.598339,4.670352,0.996274,4.927468
655,2.122889,5.463944,0.976973,4.585519
656,-6.063444,-1.859885,-1.562763,3.425356
657,-6.24908,-2.647633,-2.01726,4.737371
658,-5.712412,-0.555442,-1.714179,2.476087
659,-5.591046,-1.19228,-1.101672,4.107236
660,5.012009,-5.143061,-0.827281,8.775773
661,6.305329,-6.280095,-0.613851,8.47764
662,-5.756652,-2.587906,-0.713661,0.950578
663,-5.687456,-2.641031,-0.592256,0.795244
664,-0.913925,-0.252615,0.334649,-3.305902
665,-1.369004,-0.352542,0.05957,-1.367177
666,8.32462,7.737202,1.022299,3.292041
667,8.488491,8.25369,1.539782,2.186669
